State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
ME,Maine,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",98,100,0.006994964,
ME,Maine,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),96,100,0.028774908,
ME,Maine,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",96,100,0.014105367,
ME,Maine,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),95,100,0.014262283,
ME,Maine,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),95,100,0.014105367,
ME,Maine,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",89,100,0.014232849,
ME,Maine,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),88,100,0.043336945,
ME,Maine,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",83,100,0.014262283,
ME,Maine,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),82,100,0.058706979,
ME,Maine,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",81,100,0.021439291,
ME,Maine,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",80,100,0.014269406,
ME,Maine,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",70,100,0.028774908,
ME,Maine,2017,March,12 month-ending,Cocaine (T40.5),63,100,0.132625995,*Likely underreported due to incomplete data
ME,Maine,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",63,100,0.043336945,
ME,Maine,2016,December,12 month-ending,Cocaine (T40.5),59,100,0,
ME,Maine,2017,February,12 month-ending,Cocaine (T40.5),59,100,0.133577053,*Likely underreported due to incomplete data
ME,Maine,2016,August,12 month-ending,Heroin (T40.1),59,100,0,
ME,Maine,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",59,100,0.058706979,
ME,Maine,2017,January,12 month-ending,Cocaine (T40.5),58,100,0.106112054,*Likely underreported due to incomplete data
ME,Maine,2016,November,12 month-ending,Cocaine (T40.5),57,100,0,
ME,Maine,2016,July,12 month-ending,Heroin (T40.1),57,100,0,
ME,Maine,2016,September,12 month-ending,Heroin (T40.1),56,100,0,
ME,Maine,2015,November,12 month-ending,Heroin (T40.1),55,100,0,
ME,Maine,2016,August,12 month-ending,Cocaine (T40.5),54,100,0,
ME,Maine,2016,June,12 month-ending,Heroin (T40.1),54,100,0,
ME,Maine,2016,December,12 month-ending,Heroin (T40.1),54,100,0,
ME,Maine,2017,January,12 month-ending,Heroin (T40.1),54,100,0.106112054,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Heroin (T40.1),54,100,0.133577053,*Likely underreported due to incomplete data
ME,Maine,2016,September,12 month-ending,Cocaine (T40.5),53,100,0,
ME,Maine,2016,October,12 month-ending,Cocaine (T40.5),53,100,0,
ME,Maine,2015,December,12 month-ending,Heroin (T40.1),53,100,0,
ME,Maine,2016,May,12 month-ending,Heroin (T40.1),52,100,0,
ME,Maine,2016,November,12 month-ending,Heroin (T40.1),52,100,0,
ME,Maine,2017,March,12 month-ending,Heroin (T40.1),52,100,0.132625995,*Likely underreported due to incomplete data
ME,Maine,2016,July,12 month-ending,Cocaine (T40.5),51,100,0,
ME,Maine,2015,October,12 month-ending,Heroin (T40.1),51,100,0.006959911,
ME,Maine,2016,October,12 month-ending,Heroin (T40.1),51,100,0,
ME,Maine,2016,April,12 month-ending,Heroin (T40.1),50,100,0,
ME,Maine,2015,September,12 month-ending,Heroin (T40.1),49,100,0.006994964,
ME,Maine,2016,January,12 month-ending,Heroin (T40.1),49,100,0,
ME,Maine,2016,February,12 month-ending,Heroin (T40.1),49,100,0,
ME,Maine,2016,March,12 month-ending,Heroin (T40.1),49,100,0,
ME,Maine,2016,June,12 month-ending,Cocaine (T40.5),48,100,0,
ME,Maine,2015,July,12 month-ending,Heroin (T40.1),48,100,0.014232849,
ME,Maine,2015,August,12 month-ending,Heroin (T40.1),48,100,0.014105367,
ME,Maine,2015,April,12 month-ending,Heroin (T40.1),46,100,0.021439291,
ME,Maine,2015,May,12 month-ending,Heroin (T40.1),45,100,0.014262283,
ME,Maine,2015,June,12 month-ending,Heroin (T40.1),44,100,0.014269406,
ME,Maine,2016,May,12 month-ending,Cocaine (T40.5),43,100,0,
ME,Maine,2015,March,12 month-ending,Heroin (T40.1),42,100,0.028774908,
ME,Maine,2015,April,12 month-ending,Methadone (T40.3),41,100,0.021439291,
ME,Maine,2015,September,12 month-ending,Methadone (T40.3),41,100,0.006994964,
ME,Maine,2015,October,12 month-ending,Methadone (T40.3),41,100,0.006959911,
ME,Maine,2015,February,12 month-ending,Heroin (T40.1),40,100,0.043336945,
ME,Maine,2015,May,12 month-ending,Methadone (T40.3),40,100,0.014262283,
ME,Maine,2015,July,12 month-ending,Methadone (T40.3),40,100,0.014232849,
ME,Maine,2016,April,12 month-ending,Cocaine (T40.5),39,100,0,
ME,Maine,2015,June,12 month-ending,Methadone (T40.3),39,100,0.014269406,
ME,Maine,2015,August,12 month-ending,Methadone (T40.3),39,100,0.014105367,
ME,Maine,2016,December,12 month-ending,Methadone (T40.3),39,100,0,
ME,Maine,2015,January,12 month-ending,Heroin (T40.1),38,100,0.058706979,
ME,Maine,2017,January,12 month-ending,Methadone (T40.3),38,100,0.106112054,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Methadone (T40.3),38,100,0.133577053,*Likely underreported due to incomplete data
ME,Maine,2015,November,12 month-ending,Methadone (T40.3),37,100,0,
ME,Maine,2015,December,12 month-ending,Methadone (T40.3),37,100,0,
ME,Maine,2017,March,12 month-ending,Methadone (T40.3),37,100,0.132625995,*Likely underreported due to incomplete data
ME,Maine,2015,March,12 month-ending,Methadone (T40.3),36,100,0.028774908,
ME,Maine,2015,January,12 month-ending,Methadone (T40.3),35,100,0.058706979,
ME,Maine,2015,February,12 month-ending,Methadone (T40.3),35,100,0.043336945,
ME,Maine,2016,June,12 month-ending,Methadone (T40.3),35,100,0,
ME,Maine,2016,August,12 month-ending,Methadone (T40.3),35,100,0,
ME,Maine,2016,March,12 month-ending,Cocaine (T40.5),34,100,0,
ME,Maine,2016,January,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,May,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,November,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2015,November,12 month-ending,Cocaine (T40.5),33,100,0,
ME,Maine,2016,March,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,July,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,September,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2015,December,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,January,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,February,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,February,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,April,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,October,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),32,100,0,
ME,Maine,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),32,100,0.132625995,*Likely underreported due to incomplete data
ME,Maine,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),31,100,0,
ME,Maine,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),31,100,0,
ME,Maine,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),31,100,0.106112054,*Likely underreported due to incomplete data
ME,Maine,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),30,100,0,
ME,Maine,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),30,100,0,
ME,Maine,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),29,100,0,
ME,Maine,2015,October,12 month-ending,Cocaine (T40.5),28,100,0.006959911,
ME,Maine,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),28,100,0,
ME,Maine,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),28,100,0.133577053,*Likely underreported due to incomplete data
ME,Maine,2015,September,12 month-ending,Cocaine (T40.5),26,100,0.006994964,
ME,Maine,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),26,100,0,
ME,Maine,2015,February,12 month-ending,Cocaine (T40.5),25,100,0.043336945,
ME,Maine,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),25,100,0,
ME,Maine,2015,April,12 month-ending,Cocaine (T40.5),24,100,0.021439291,
ME,Maine,2015,May,12 month-ending,Cocaine (T40.5),24,100,0.014262283,
ME,Maine,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0,
ME,Maine,2015,March,12 month-ending,Cocaine (T40.5),23,100,0.028774908,
ME,Maine,2015,August,12 month-ending,Cocaine (T40.5),23,100,0.014105367,
ME,Maine,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),23,100,0,
ME,Maine,2015,January,12 month-ending,Cocaine (T40.5),22,100,0.058706979,
ME,Maine,2015,June,12 month-ending,Cocaine (T40.5),22,100,0.014269406,
ME,Maine,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),22,100,0.014269406,
ME,Maine,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),22,100,0.014232849,
ME,Maine,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),22,100,0,
ME,Maine,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),22,100,0,
ME,Maine,2015,July,12 month-ending,Cocaine (T40.5),21,100,0.014232849,
ME,Maine,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),21,100,0.021439291,
ME,Maine,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),21,100,0,
ME,Maine,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0.014262283,
ME,Maine,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),19,100,0.014105367,
ME,Maine,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),19,100,0.006994964,
ME,Maine,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),19,100,0.006959911,
ME,Maine,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),17,100,0.028774908,
ME,Maine,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),15,100,0.058706979,
ME,Maine,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),15,100,0.043336945,
MD,Maryland,2017,March,12 month-ending,Number of Deaths,49503,100,0.036361433,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Number of Deaths,49204,100,0.030485326,*Likely underreported due to incomplete data
MD,Maryland,2017,January,12 month-ending,Number of Deaths,49046,100,0.026505729,*Likely underreported due to incomplete data
MD,Maryland,2016,December,12 month-ending,Number of Deaths,48681,100,0.018487706,
MD,Maryland,2016,November,12 month-ending,Number of Deaths,48362,100,0.018609652,
MD,Maryland,2016,October,12 month-ending,Number of Deaths,48054,100,0.022890914,
MD,Maryland,2016,September,12 month-ending,Number of Deaths,47874,100,0.025065798,
MD,Maryland,2015,October,12 month-ending,Number of Deaths,47630,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Number of Deaths,47583,100,0.021015909,
MD,Maryland,2016,August,12 month-ending,Number of Deaths,47552,100,0.027338493,
MD,Maryland,2015,September,12 month-ending,Number of Deaths,47485,100,0.014741497,
MD,Maryland,2015,August,12 month-ending,Number of Deaths,47457,100,0.010535854,
MD,Maryland,2015,July,12 month-ending,Number of Deaths,47386,100,0.01055164,
MD,Maryland,2016,July,12 month-ending,Number of Deaths,47319,100,0.027473108,
MD,Maryland,2015,June,12 month-ending,Number of Deaths,47301,100,0.010570601,
MD,Maryland,2015,December,12 month-ending,Number of Deaths,47162,100,0.021203511,
MD,Maryland,2016,June,12 month-ending,Number of Deaths,47124,100,0.025464731,
MD,Maryland,2015,May,12 month-ending,Number of Deaths,47095,100,0.010616838,
MD,Maryland,2016,May,12 month-ending,Number of Deaths,47058,100,0.023375409,
MD,Maryland,2015,April,12 month-ending,Number of Deaths,46928,100,0.01065462,
MD,Maryland,2016,April,12 month-ending,Number of Deaths,46901,100,0.019189356,
MD,Maryland,2015,March,12 month-ending,Number of Deaths,46818,100,0.008543723,
MD,Maryland,2015,February,12 month-ending,Number of Deaths,46765,100,0.008553405,
MD,Maryland,2016,March,12 month-ending,Number of Deaths,46692,100,0.021416945,
MD,Maryland,2016,February,12 month-ending,Number of Deaths,46689,100,0.021418321,
MD,Maryland,2016,January,12 month-ending,Number of Deaths,46618,100,0.021450942,
MD,Maryland,2015,January,12 month-ending,Number of Deaths,46592,100,0.008585165,
WI,Wisconsin,2016,August,12 month-ending,Number of Drug Overdose Deaths,1054,100,0.202962472,
VA,Virginia,2016,February,12 month-ending,Number of Drug Overdose Deaths,1051,100,0.023439698,
WA,Washington,2015,June,12 month-ending,Number of Drug Overdose Deaths,1050,100,0.005591069,
LA,Louisiana,2016,October,12 month-ending,Number of Drug Overdose Deaths,1021,100,0.018089316,
WA,Washington,2015,May,12 month-ending,Number of Drug Overdose Deaths,1020,100,0.007491058,
LA,Louisiana,2017,March,12 month-ending,Number of Drug Overdose Deaths,1019,100,0.01118293,*Likely underreported due to incomplete data
YC,New York City,2016,February,12 month-ending,Number of Drug Overdose Deaths,1019,100,0.031822692,
WA,Washington,2015,March,12 month-ending,Number of Drug Overdose Deaths,1018,100,0.00756859,
WA,Washington,2015,April,12 month-ending,Number of Drug Overdose Deaths,1017,100,0.007545177,
VA,Virginia,2015,October,12 month-ending,Number of Drug Overdose Deaths,1016,100,0.041432649,
MI,Michigan,2017,January,12 month-ending,Number of Drug Overdose Deaths,2298,100,0.336344014,*Likely underreported due to incomplete data
LA,Louisiana,2016,November,12 month-ending,Number of Drug Overdose Deaths,1012,100,0.015786744,
LA,Louisiana,2017,February,12 month-ending,Number of Drug Overdose Deaths,1009,100,0.008976258,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1338,100,0.036361433,*Likely underreported due to incomplete data
VA,Virginia,2015,September,12 month-ending,Number of Drug Overdose Deaths,1009,100,0.046132554,
VA,Virginia,2016,January,12 month-ending,Number of Drug Overdose Deaths,1006,100,0.02967081,
LA,Louisiana,2016,December,12 month-ending,Number of Drug Overdose Deaths,1004,100,0.009006575,
WI,Wisconsin,2016,July,12 month-ending,Number of Drug Overdose Deaths,1004,100,0.19597468,
MD,Maryland,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1270,100,0.030485326,*Likely underreported due to incomplete data
VA,Virginia,2015,December,12 month-ending,Number of Drug Overdose Deaths,1002,100,0.030883261,
MD,Maryland,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1224,100,0.026505729,*Likely underreported due to incomplete data
WA,Washington,2015,February,12 month-ending,Number of Drug Overdose Deaths,1000,100,0.00950733,
LA,Louisiana,2016,September,12 month-ending,Number of Drug Overdose Deaths,997,100,0.024981264,
WA,Washington,2015,January,12 month-ending,Number of Drug Overdose Deaths,996,100,0.007620935,
VA,Virginia,2015,August,12 month-ending,Number of Drug Overdose Deaths,994,100,0.044719961,
VA,Virginia,2015,November,12 month-ending,Number of Drug Overdose Deaths,992,100,0.035336232,
YC,New York City,2016,January,12 month-ending,Number of Drug Overdose Deaths,987,100,0.039161569,
VA,Virginia,2015,June,12 month-ending,Number of Drug Overdose Deaths,984,100,0.043441161,
MD,Maryland,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1122,100,0.018487706,
CT,Connecticut,2017,March,12 month-ending,Number of Drug Overdose Deaths,982,100,0.231884058,*Likely underreported due to incomplete data
VA,Virginia,2015,February,12 month-ending,Number of Drug Overdose Deaths,980,100,0.042256166,
MD,Maryland,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1040,100,0.018609652,
MD,Maryland,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",974,100,0.022890914,
MD,Maryland,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",913,100,0.025065798,
MD,Maryland,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",845,100,0.027338493,
MD,Maryland,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",778,100,0.027473108,
MD,Maryland,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),713,100,0.026505729,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),713,100,0.036361433,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),709,100,0.030485326,*Likely underreported due to incomplete data
MD,Maryland,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",706,100,0.025464731,
MD,Maryland,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),694,100,0.018487706,
MD,Maryland,2017,March,12 month-ending,Heroin (T40.1),692,100,0.036361433,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Heroin (T40.1),688,100,0.030485326,*Likely underreported due to incomplete data
MD,Maryland,2017,January,12 month-ending,Heroin (T40.1),679,100,0.026505729,*Likely underreported due to incomplete data
MD,Maryland,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),665,100,0.018609652,
MD,Maryland,2016,December,12 month-ending,Heroin (T40.1),656,100,0.018487706,
MD,Maryland,2016,November,12 month-ending,Heroin (T40.1),633,100,0.018609652,
MD,Maryland,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),633,100,0.025065798,
MD,Maryland,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),632,100,0.022890914,
MD,Maryland,2016,October,12 month-ending,Heroin (T40.1),626,100,0.022890914,
MD,Maryland,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",617,100,0.023375409,
MD,Maryland,2016,September,12 month-ending,Heroin (T40.1),609,100,0.025065798,
MD,Maryland,2016,August,12 month-ending,Heroin (T40.1),604,100,0.027338493,
MD,Maryland,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),603,100,0.027338493,
MD,Maryland,2016,July,12 month-ending,Heroin (T40.1),596,100,0.027473108,
MD,Maryland,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),573,100,0.027473108,
MD,Maryland,2016,June,12 month-ending,Heroin (T40.1),560,100,0.025464731,
MD,Maryland,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),551,100,0.025464731,
MD,Maryland,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",521,100,0.019189356,
MD,Maryland,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),508,100,0.023375409,
MD,Maryland,2016,May,12 month-ending,Heroin (T40.1),506,100,0.023375409,
MD,Maryland,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),472,100,0.019189356,
MD,Maryland,2016,April,12 month-ending,Heroin (T40.1),468,100,0.019189356,
MD,Maryland,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",449,100,0.021416945,
MD,Maryland,2016,March,12 month-ending,Heroin (T40.1),433,100,0.021416945,
MD,Maryland,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),431,100,0.021416945,
MD,Maryland,2015,December,12 month-ending,Heroin (T40.1),422,100,0.021203511,
MD,Maryland,2016,February,12 month-ending,Heroin (T40.1),421,100,0.021418321,
MD,Maryland,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",421,100,0.021418321,
MD,Maryland,2016,January,12 month-ending,Heroin (T40.1),418,100,0.021450942,
MD,Maryland,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),418,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),418,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),408,100,0.021203511,
MD,Maryland,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),406,100,0.008553405,
MD,Maryland,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),405,100,0.01065462,
MD,Maryland,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),404,100,0.021418321,
MD,Maryland,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),403,100,0.008543723,
MD,Maryland,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),403,100,0.010616838,
MD,Maryland,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),401,100,0.014741497,
MD,Maryland,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),400,100,0.008585165,
MD,Maryland,2015,November,12 month-ending,Heroin (T40.1),396,100,0.021015909,
MD,Maryland,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100,0.010570601,
MD,Maryland,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100,0.010535854,
MD,Maryland,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100,0.021450942,
MD,Maryland,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),393,100,0.01055164,
MD,Maryland,2015,October,12 month-ending,Heroin (T40.1),390,100,0.018895654,
MD,Maryland,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",386,100,0.021450942,
MD,Maryland,2015,September,12 month-ending,Heroin (T40.1),381,100,0.014741497,
MD,Maryland,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",373,100,0.021203511,
MD,Maryland,2015,August,12 month-ending,Heroin (T40.1),363,100,0.010535854,
MD,Maryland,2017,March,12 month-ending,Cocaine (T40.5),346,100,0.036361433,*Likely underreported due to incomplete data
MD,Maryland,2015,July,12 month-ending,Heroin (T40.1),342,100,0.01055164,
MD,Maryland,2015,May,12 month-ending,Heroin (T40.1),337,100,0.010616838,
MD,Maryland,2015,February,12 month-ending,Heroin (T40.1),336,100,0.008553405,
MD,Maryland,2017,February,12 month-ending,Cocaine (T40.5),335,100,0.030485326,*Likely underreported due to incomplete data
MD,Maryland,2015,March,12 month-ending,Heroin (T40.1),335,100,0.008543723,
MD,Maryland,2015,June,12 month-ending,Heroin (T40.1),331,100,0.010570601,
MD,Maryland,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",330,100,0.021015909,
MD,Maryland,2017,January,12 month-ending,Cocaine (T40.5),329,100,0.026505729,*Likely underreported due to incomplete data
MD,Maryland,2015,April,12 month-ending,Heroin (T40.1),329,100,0.01065462,
MD,Maryland,2015,January,12 month-ending,Heroin (T40.1),327,100,0.008585165,
MD,Maryland,2016,December,12 month-ending,Cocaine (T40.5),316,100,0.018487706,
MD,Maryland,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",299,100,0.018895654,
MD,Maryland,2016,November,12 month-ending,Cocaine (T40.5),298,100,0.018609652,
MD,Maryland,2016,October,12 month-ending,Cocaine (T40.5),275,100,0.022890914,
MD,Maryland,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",268,100,0.014741497,
MD,Maryland,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",263,100,0.008543723,
MD,Maryland,2016,September,12 month-ending,Cocaine (T40.5),259,100,0.025065798,
MD,Maryland,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",259,100,0.008553405,
MD,Maryland,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",244,100,0.01065462,
MD,Maryland,2016,August,12 month-ending,Cocaine (T40.5),243,100,0.027338493,
MD,Maryland,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",243,100,0.010535854,
MD,Maryland,2016,July,12 month-ending,Cocaine (T40.5),237,100,0.027473108,
MD,Maryland,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",237,100,0.008585165,
MD,Maryland,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",233,100,0.010616838,
MD,Maryland,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",231,100,0.01055164,
MD,Maryland,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",227,100,0.010570601,
MD,Maryland,2016,June,12 month-ending,Cocaine (T40.5),221,100,0.025464731,
MD,Maryland,2017,March,12 month-ending,Methadone (T40.3),202,100,0.036361433,*Likely underreported due to incomplete data
MD,Maryland,2017,January,12 month-ending,Methadone (T40.3),200,100,0.026505729,*Likely underreported due to incomplete data
MD,Maryland,2016,May,12 month-ending,Cocaine (T40.5),199,100,0.023375409,
MD,Maryland,2016,December,12 month-ending,Methadone (T40.3),194,100,0.018487706,
MD,Maryland,2016,August,12 month-ending,Methadone (T40.3),191,100,0.027338493,
MD,Maryland,2016,September,12 month-ending,Methadone (T40.3),190,100,0.025065798,
MD,Maryland,2016,November,12 month-ending,Methadone (T40.3),189,100,0.018609652,
MD,Maryland,2017,February,12 month-ending,Methadone (T40.3),189,100,0.030485326,*Likely underreported due to incomplete data
MD,Maryland,2015,December,12 month-ending,Methadone (T40.3),188,100,0.021203511,
MD,Maryland,2016,October,12 month-ending,Methadone (T40.3),188,100,0.022890914,
MD,Maryland,2015,November,12 month-ending,Methadone (T40.3),184,100,0.021015909,
MD,Maryland,2015,October,12 month-ending,Methadone (T40.3),183,100,0.018895654,
MD,Maryland,2016,February,12 month-ending,Methadone (T40.3),183,100,0.021418321,
MD,Maryland,2016,March,12 month-ending,Methadone (T40.3),183,100,0.021416945,
MD,Maryland,2016,April,12 month-ending,Methadone (T40.3),180,100,0.019189356,
MD,Maryland,2016,June,12 month-ending,Methadone (T40.3),180,100,0.025464731,
MD,Maryland,2016,July,12 month-ending,Methadone (T40.3),180,100,0.027473108,
MD,Maryland,2016,April,12 month-ending,Cocaine (T40.5),179,100,0.019189356,
MD,Maryland,2016,January,12 month-ending,Methadone (T40.3),179,100,0.021450942,
MD,Maryland,2016,May,12 month-ending,Methadone (T40.3),177,100,0.023375409,
MD,Maryland,2015,July,12 month-ending,Methadone (T40.3),176,100,0.01055164,
MD,Maryland,2015,September,12 month-ending,Methadone (T40.3),175,100,0.014741497,
MD,Maryland,2015,May,12 month-ending,Methadone (T40.3),173,100,0.010616838,
MD,Maryland,2016,March,12 month-ending,Cocaine (T40.5),171,100,0.021416945,
MD,Maryland,2015,April,12 month-ending,Methadone (T40.3),171,100,0.01065462,
MD,Maryland,2015,June,12 month-ending,Methadone (T40.3),170,100,0.010570601,
MD,Maryland,2015,August,12 month-ending,Methadone (T40.3),166,100,0.010535854,
MD,Maryland,2016,February,12 month-ending,Cocaine (T40.5),164,100,0.021418321,
MD,Maryland,2015,March,12 month-ending,Methadone (T40.3),163,100,0.008543723,
MD,Maryland,2015,February,12 month-ending,Methadone (T40.3),161,100,0.008553405,
MD,Maryland,2016,January,12 month-ending,Cocaine (T40.5),154,100,0.021450942,
MD,Maryland,2015,October,12 month-ending,Cocaine (T40.5),150,100,0.018895654,
MD,Maryland,2015,January,12 month-ending,Methadone (T40.3),150,100,0.008585165,
MD,Maryland,2015,December,12 month-ending,Cocaine (T40.5),145,100,0.021203511,
MD,Maryland,2015,September,12 month-ending,Cocaine (T40.5),144,100,0.014741497,
MD,Maryland,2015,November,12 month-ending,Cocaine (T40.5),143,100,0.021015909,
MD,Maryland,2015,August,12 month-ending,Cocaine (T40.5),139,100,0.010535854,
MD,Maryland,2015,July,12 month-ending,Cocaine (T40.5),131,100,0.01055164,
MD,Maryland,2015,June,12 month-ending,Cocaine (T40.5),122,100,0.010570601,
MD,Maryland,2015,May,12 month-ending,Cocaine (T40.5),121,100,0.010616838,
